user_id,total_orders,avg_order_value_x,favorite_cuisine,price_sensitivity,avg_rating_given_x,dietary_preference,preferred_meal_time,location_lat,location_lon,days_since_last_order,order_count,avg_order_value_y,order_value_std,total_spent,avg_delivery_time,avg_rating_given_y,unique_restaurants,most_ordered_cuisine,cuisine_diversity,days_since_first_order,user_segment,price_preference_score,dietary_preference_encoded,favorite_cuisine_encoded
user_000066,6,257.37,Desserts,medium,4.6,vegan,lunch,28.6319,77.1766,4,6,249.455,131.94137270015042,1496.73,33.333333333333336,4.416666666666667,4,Biryani,0.5,167,casual,2.5,3,5
user_000067,7,428.85,Continental,medium,4.9,no_preference,dinner,28.6896,77.0695,5,7,519.9671428571429,333.34915477690384,3639.77,38.42857142857143,4.742857142857143,5,Italian,0.5714285714285714,163,casual,2.5,0,4
user_000068,4,150.0,Chinese,low,4.8,non_veg,lunch,28.495,77.2999,5,4,183.165,60.70968099625189,732.66,37.75,4.85,3,Italian,0.75,175,casual,1.5,2,3
user_000069,4,171.63,Desserts,high,4.4,veg,lunch,28.4177,77.2128,6,4,164.49,18.72543902467087,657.96,36.75,4.4,3,Chinese,0.75,96,casual,3.5,1,5
user_000070,3,713.19,Biryani,medium,4.4,no_preference,lunch,28.5722,77.1323,14,3,622.0466666666666,221.27823714349614,1866.1399999999999,39.0,4.3,2,Chinese,0.6666666666666666,168,casual,2.5,0,1
user_000071,15,556.02,Beverages,medium,4.3,no_preference,dinner,28.5197,77.1942,6,15,649.0246666666667,187.06238370686725,9735.37,42.4,4.246666666666667,11,North Indian,0.4,148,casual,2.5,0,0
user_000072,1,150.0,Continental,high,4.4,no_preference,dinner,28.5101,77.1302,5,1,128.53,,128.53,39.0,4.7,1,Beverages,1.0,37,casual,3.5,0,4
user_000073,6,254.36,Street Food,high,4.8,vegan,breakfast,28.5915,77.0881,22,6,222.67999999999998,53.10263609275909,1336.08,30.666666666666668,4.8999999999999995,5,Desserts,0.6666666666666666,124,casual,3.5,3,11
user_000074,1,307.26,Healthy,high,4.6,non_veg,dinner,28.5654,77.0615,2,1,288.5,,288.5,27.0,4.4,1,North Indian,1.0,124,casual,3.5,2,7
user_000075,1,406.2,Beverages,low,4.7,non_veg,lunch,28.4857,77.2928,25,1,911.07,,911.07,33.0,4.7,1,North Indian,1.0,100,casual,1.5,2,0
user_000076,18,177.74,Biryani,medium,4.5,non_veg,dinner,28.4893,77.0378,24,18,180.62833333333333,94.75196333523836,3251.31,34.388888888888886,4.583333333333333,11,Fast Food,0.3333333333333333,175,casual,2.5,2,1
user_000077,1,227.53,North Indian,high,4.2,veg,lunch,28.6235,77.2589,14,1,248.89,,248.89,34.0,3.9,1,Chinese,1.0,48,casual,3.5,1,9
user_000078,3,150.0,North Indian,high,4.0,veg,lunch,28.6637,77.1231,1,3,155.89666666666668,19.954579257236507,467.69000000000005,48.666666666666664,4.166666666666667,3,Chinese,1.0,94,casual,3.5,1,9
user_000079,47,179.88,Beverages,high,4.6,no_preference,dinner,28.4168,77.0265,2,47,156.97340425531914,45.679740028032974,7377.75,40.255319148936174,4.608510638297872,29,Chinese,0.1702127659574468,179,regular,3.5,0,0
user_000080,12,221.12,Street Food,medium,4.7,no_preference,dinner,28.6869,77.1594,2,12,241.58333333333334,51.77579556183184,2899.0,36.583333333333336,4.733333333333333,9,North Indian,0.4166666666666667,158,casual,2.5,0,11
user_000081,2,512.36,Italian,low,4.2,non_veg,dinner,28.4894,77.0463,2,2,498.19,91.14606409494597,996.38,41.0,4.1,1,North Indian,0.5,169,casual,1.5,2,8
user_000082,2,998.57,Biryani,high,4.8,veg,lunch,28.6871,77.06,5,2,704.05,227.95708411891923,1408.1,24.0,4.8,2,Desserts,1.0,89,casual,3.5,1,1
user_000083,1,441.81,Desserts,medium,4.7,non_veg,dinner,28.5265,77.1218,1,1,757.58,,757.58,34.0,4.4,1,Continental,1.0,3,casual,2.5,2,5
user_000084,21,220.73,North Indian,low,4.8,veg,dinner,28.598,77.1623,6,21,259.56904761904764,52.721419262455555,5450.95,45.42857142857143,4.8047619047619055,14,South Indian,0.3333333333333333,169,regular,1.5,1,9
user_000085,15,434.07,Continental,medium,4.8,veg,dinner,28.6368,77.075,0,15,597.6533333333333,175.98040003147537,8964.8,34.8,4.760000000000001,13,North Indian,0.4666666666666667,179,casual,2.5,1,4
user_000086,10,198.97,Chinese,medium,4.4,non_veg,dinner,28.5555,77.2333,11,10,223.147,65.62237271777904,2231.47,37.5,4.35,8,Chinese,0.3,163,casual,2.5,2,3
user_000087,11,596.25,Fast Food,high,4.6,vegan,lunch,28.5801,77.0006,2,11,600.3381818181819,61.396578865305166,6603.72,35.0,4.709090909090909,8,Street Food,0.5454545454545454,177,casual,3.5,3,6
user_000088,1,628.12,Italian,medium,4.9,non_veg,dinner,28.627,77.014,1,1,274.02,,274.02,18.0,4.6,1,Healthy,1.0,32,casual,2.5,2,8
user_000089,1,460.55,Continental,medium,4.7,no_preference,snacks,28.5581,77.2443,3,1,399.28,,399.28,48.0,4.7,1,Continental,1.0,146,casual,2.5,0,4
user_000090,8,400.37,Street Food,low,4.6,non_veg,lunch,28.5749,77.1921,3,8,488.86875,88.78548987588005,3910.95,33.375,4.6625,5,North Indian,0.5,154,casual,1.5,2,11
user_000091,13,221.17,Desserts,low,4.5,non_veg,snacks,28.4812,77.1417,3,13,253.23999999999998,60.8003599221803,3292.12,44.53846153846154,4.507692307692308,8,North Indian,0.46153846153846156,163,casual,1.5,2,5
user_000092,30,554.93,Fast Food,low,4.5,non_veg,lunch,28.6559,77.1497,0,30,688.3233333333334,167.58113516851415,20649.7,36.4,4.5,20,North Indian,0.23333333333333334,174,regular,1.5,2,6
user_000093,3,374.01,Fast Food,medium,3.7,non_veg,dinner,28.6965,77.1987,3,3,480.5933333333333,152.20844139972436,1441.78,49.333333333333336,3.6999999999999997,3,Fast Food,0.3333333333333333,113,casual,2.5,2,6
user_000094,2,388.74,Fast Food,high,4.5,vegan,dinner,28.5136,77.2503,9,2,363.16,44.986133419088155,726.32,40.5,4.65,1,Fast Food,0.5,172,casual,3.5,3,6
user_000095,3,386.31,North Indian,low,4.7,veg,dinner,28.4445,77.074,12,3,511.90000000000003,160.99428685515517,1535.7,35.666666666666664,4.7,2,North Indian,0.6666666666666666,84,casual,1.5,1,9
user_000096,10,537.12,South Indian,low,4.3,vegan,dinner,28.5209,77.293,5,10,842.3430000000001,196.82913216233456,8423.43,34.7,4.14,10,North Indian,0.7,171,casual,1.5,3,10
user_000097,3,317.0,Italian,low,4.7,non_veg,lunch,28.587,77.1026,13,3,407.74,138.16152105416327,1223.22,42.0,4.3999999999999995,3,Fast Food,1.0,99,casual,1.5,2,8
user_000098,4,324.88,Continental,medium,4.6,non_veg,lunch,28.4261,77.2223,3,4,337.55,177.3353942862695,1350.2,40.25,4.725,4,Beverages,1.0,173,casual,2.5,2,4
user_000099,12,364.53,Continental,high,4.6,vegan,dinner,28.6915,77.072,22,12,299.43416666666667,92.96119224105716,3593.21,36.833333333333336,4.6499999999999995,11,Chinese,0.5,165,casual,3.5,3,4
user_000100,2,400.23,Street Food,high,4.6,non_veg,lunch,28.5196,77.2868,40,2,419.855,76.7847253690472,839.71,32.5,4.199999999999999,2,Fast Food,1.0,100,casual,3.5,2,11
user_000101,23,209.89,Cafe,medium,4.8,non_veg,lunch,28.5354,77.2716,22,23,241.47434782608696,72.43668431659893,5553.91,34.04347826086956,4.834782608695653,14,North Indian,0.30434782608695654,175,regular,2.5,2,2
user_000102,9,506.66,South Indian,medium,4.3,non_veg,dinner,28.416,77.1573,16,9,563.8444444444444,263.79659053478645,5074.6,37.0,4.2444444444444445,6,North Indian,0.5555555555555556,179,casual,2.5,2,10
user_000103,1,462.44,Continental,medium,4.2,vegan,breakfast,28.4234,77.0185,5,1,795.82,,795.82,23.0,3.9,1,South Indian,1.0,2,casual,2.5,3,4
user_000104,2,289.34,North Indian,high,4.9,non_veg,lunch,28.6131,77.15,9,2,326.695,0.3747665940288509,653.39,22.5,5.0,1,North Indian,0.5,175,casual,3.5,2,9
user_000105,1,530.43,Italian,medium,4.2,no_preference,dinner,28.4864,77.0673,0,1,499.81,,499.81,40.0,4.6,1,Street Food,1.0,145,casual,2.5,0,8
user_000106,3,340.86,Cafe,low,4.1,non_veg,lunch,28.6399,77.0033,6,3,384.91,74.04745978087296,1154.73,41.0,4.333333333333333,3,Healthy,1.0,167,casual,1.5,2,2
user_000107,2,546.05,Continental,medium,4.4,non_veg,lunch,28.5028,77.2625,23,2,712.83,123.19214341832033,1425.66,33.0,4.2,2,Biryani,1.0,171,casual,2.5,2,4
user_000108,12,595.59,Cafe,medium,4.8,non_veg,lunch,28.6169,77.1275,32,12,552.4158333333334,264.72922819907654,6628.99,34.333333333333336,4.816666666666666,10,Chinese,0.5,170,casual,2.5,2,2
user_000109,1,541.99,Desserts,medium,4.7,non_veg,dinner,28.4654,77.1631,17,1,460.62,,460.62,45.0,5.0,1,North Indian,1.0,125,casual,2.5,2,5
user_000110,7,411.65,Biryani,medium,4.7,no_preference,lunch,28.4436,77.0179,12,7,448.68142857142857,170.83143635648284,3140.77,37.0,4.7,5,Street Food,0.5714285714285714,163,casual,2.5,0,1
user_000111,8,530.62,Chinese,high,4.7,non_veg,lunch,28.4967,77.2713,36,8,463.06125000000003,92.60987997855766,3704.4900000000002,35.625,4.6,5,Chinese,0.375,162,casual,3.5,2,3
user_000112,6,150.0,South Indian,low,4.9,no_preference,lunch,28.6395,77.058,3,6,213.57833333333335,80.26719315303522,1281.47,29.833333333333332,4.816666666666666,4,South Indian,0.3333333333333333,176,casual,1.5,0,10
user_000113,17,719.7,Beverages,medium,4.8,veg,snacks,28.6752,77.1835,4,17,1011.1311764705882,384.6215551987816,17189.23,41.470588235294116,4.770588235294118,10,North Indian,0.47058823529411764,151,casual,2.5,1,0
user_000114,53,460.96,Street Food,high,4.7,no_preference,lunch,28.4202,77.1459,4,53,389.8852830188679,119.59097694937864,20663.92,36.75471698113208,4.69245283018868,37,South Indian,0.16981132075471697,178,power_user,3.5,0,11
user_000115,5,416.19,Desserts,medium,4.6,non_veg,lunch,28.5813,77.1012,1,5,631.288,212.3282705388051,3156.44,41.0,4.5600000000000005,4,Beverages,0.8,160,casual,2.5,2,5
user_000116,7,374.71,Italian,low,4.8,veg,dinner,28.6702,77.2174,5,7,376.87142857142857,57.27255754389747,2638.1,39.0,4.771428571428571,4,Italian,0.2857142857142857,154,casual,1.5,1,8
user_000117,1,659.03,North Indian,medium,4.3,veg,snacks,28.466,77.0325,6,1,329.66,,329.66,54.0,4.8,1,Continental,1.0,71,casual,2.5,1,9
user_000118,1,230.29,North Indian,high,4.6,no_preference,lunch,28.5016,77.0881,2,1,190.14,,190.14,40.0,4.3,1,Chinese,1.0,148,casual,3.5,0,9
user_000119,15,376.18,Healthy,low,4.4,non_veg,snacks,28.6572,77.1417,20,15,510.66200000000003,142.73376225886935,7659.93,35.8,4.3533333333333335,8,Italian,0.26666666666666666,142,casual,1.5,2,7
user_000120,13,352.27,Cafe,low,4.3,veg,breakfast,28.6646,77.0122,30,13,424.1284615384615,154.99678087227886,5513.67,34.07692307692308,4.2615384615384615,8,South Indian,0.23076923076923078,157,casual,1.5,1,2
user_000121,1,721.19,Italian,medium,4.3,non_veg,lunch,28.5851,77.021,9,1,753.46,,753.46,49.0,4.6,1,South Indian,1.0,164,casual,2.5,2,8
user_000122,1,210.18,Desserts,low,4.6,veg,lunch,28.4142,77.2895,4,1,408.96,,408.96,29.0,4.6,1,Fast Food,1.0,22,casual,1.5,1,5
user_000123,2,336.73,Fast Food,high,4.6,veg,lunch,28.5255,77.2619,4,2,337.83,26.346798667010756,675.66,34.5,4.25,2,Italian,1.0,178,casual,3.5,1,6
user_000124,3,373.76,Chinese,medium,4.4,non_veg,dinner,28.5568,77.0499,2,3,460.55,104.07540391466182,1381.65,47.666666666666664,4.3,3,North Indian,1.0,174,casual,2.5,2,3
user_000125,2,154.02,Continental,medium,4.6,non_veg,dinner,28.4065,77.2009,12,2,201.56,75.97155257068266,403.12,31.5,4.95,2,Chinese,1.0,153,casual,2.5,2,4
user_000126,5,196.27,Fast Food,medium,4.9,non_veg,lunch,28.5471,77.1496,10,5,235.87600000000003,90.58953129363238,1179.38,35.8,4.92,3,Chinese,0.4,159,casual,2.5,2,6
user_000127,13,475.19,South Indian,low,4.5,vegan,lunch,28.4219,77.0203,35,13,627.3523076923077,137.21835343433747,8155.58,39.46153846153846,4.515384615384615,11,South Indian,0.38461538461538464,179,casual,1.5,3,10
user_000128,7,261.17,Chinese,medium,4.5,non_veg,dinner,28.5074,77.2519,3,7,225.05428571428573,106.78178884328275,1575.38,34.285714285714285,4.5,5,North Indian,0.5714285714285714,142,casual,2.5,2,3
user_000129,8,542.9,Continental,low,4.8,veg,breakfast,28.5381,77.1803,6,8,624.4137499999999,131.33272336621098,4995.3099999999995,36.75,4.6,7,South Indian,0.625,179,casual,1.5,1,4
user_000130,1,202.19,Beverages,medium,4.6,veg,dinner,28.5777,77.0522,8,1,175.02,,175.02,28.0,4.4,1,Street Food,1.0,110,casual,2.5,1,0
user_000131,1,715.24,Fast Food,high,4.2,no_preference,lunch,28.4009,77.1564,14,1,617.1,,617.1,24.0,4.4,1,Desserts,1.0,67,casual,3.5,0,6
user_000132,1,369.04,Italian,medium,4.5,non_veg,dinner,28.4782,77.2679,17,1,410.37,,410.37,21.0,4.0,1,Desserts,1.0,104,casual,2.5,2,8
user_000133,2,927.51,Street Food,low,4.5,veg,dinner,28.5826,77.0295,6,2,937.47,269.1248409196,1874.94,31.5,4.15,2,Chinese,1.0,154,casual,1.5,1,11
user_000134,12,770.52,Healthy,low,4.4,no_preference,dinner,28.6064,77.0898,17,12,1130.3458333333333,352.21009449315727,13564.15,36.916666666666664,4.433333333333334,9,Italian,0.4166666666666667,152,casual,1.5,0,7
user_000135,1,345.11,Chinese,low,4.8,non_veg,dinner,28.5153,77.1934,5,1,309.02,,309.02,27.0,4.4,1,Continental,1.0,118,casual,1.5,2,3
user_000136,9,298.57,South Indian,medium,4.8,veg,dinner,28.5745,77.2983,30,9,371.60777777777776,157.58420651970312,3344.47,29.333333333333332,4.844444444444445,5,South Indian,0.3333333333333333,160,casual,2.5,1,10
user_000137,1,150.0,Cafe,high,4.6,no_preference,snacks,28.625,77.0638,23,1,176.95,,176.95,34.0,4.3,1,South Indian,1.0,91,casual,3.5,0,2
user_000138,1,486.24,Fast Food,medium,4.8,non_veg,snacks,28.421,77.2798,0,1,436.09,,436.09,41.0,4.9,1,Healthy,1.0,32,casual,2.5,2,6
